Review
"Not a good one ,i received a defective product , from start only it drained too fast first I thought it was the quality only but 8 months in it’s already at 93 percent . And now the warranty won’t cover it cause it’s labelled as wear and tear .
I deleted my Instagram Snapchat and what not , even closed the iCloud .
Now what I stop using the phone only ??!!!

It was a dream for me to get this phone but it’s been nightmare ,first I spend 60k on the phone now i know u have to spend 10k more on battery . Apple is only for the rich please have it you riches !!!

Not a very good experience !

Please consider this before buying !!!!!
It’s a princess phone you have to take care of it .
The battery is unreliable
If you want it for the show please consider the cost first
The maintenance is high

Also Amazon may be selling fakes so be careful"
Dimeg mobile
A very cheap quality items received
"Worst product received, within 3 month of purchasing motherboard kharab ho gya , battery dead ho gya , screen blackout ho gya or after servicing now facing camera issue , disappointed by the seller and amazon selling this type of product"
Not good for frying fish.
"I bought the iPhone 15 from Amazon around 20 days ago, and I’m very disappointed with its performance. Even during very light usage — like browsing, wallpaper customise, whatsapp, watching short videos, or just charging — the phone heats up abnormally high. Sometimes it becomes uncomfortable to even hold.

I expected better thermal management from Apple, especially for a premium device like this. I’ve already tried the usual fixes like updating iOS, resetting settings, and using only the original charger, but nothing seems to help.

For such an expensive phone, this kind of heating issue is unacceptable. I’m really hoping Amazon or Apple can provide a replacement or a proper solution because this doesn’t feel normal at all.

I think it is some hardware issue and i am hoping i will get a replacement maybe from amazon or apple store."
"Seller & Amazon selling Defective/refurbished items(Excessive heating and battery draining) and asking me to get a defective certificate from Apple. Apple Support is denying to give any such certificate. Apple support has acknowledged the product is defective and taken to their custody for further investigation, Fifty two thousand is not a joke . Amazon is not ready to replace/refund and say that Apple will do it, Apple says in service centre they can repair. New phone going to repair on DAY 1. What is the use of buying old / refurbished/defective items from Amazon in the name of new. Amazon customer service is the worst and keep on repeating the same thing. I am taking this to consumer court for this cheating."
"poor quality through and through except camera. its display is worse than oneplus 7t pro with more reflections and poor refresh rate. apple stifles third party integration like huawei watch and thus cannot use find phone feature unless app is open and minimized.

mail sync doesnt refresh. eg android will refresh notification when mail is deleted or read on other source. animation is like a blink giving poor interaction. auto word correction is so bad that i turned it off. always on feature is not there despite oled. oled wuality black itself is bad because of extreme reflection. there was one good paid app files that apple replaced with its own and disabled ftp. cannot share photo on bluetooth. too many crappy deliberate limitations. i disnt check otg feature and i am sure it is restricted and not there on apple.

overall i decided to go back to oneplus loosing about ₹45k in short few months. data is more important for me than phone.

i had migrated from apple to bb in 2015. then to android in 2017. going back feels like going to stone age

finally speaker quality is bad. really bad with out of sync lower ends sounding like cheap woofer setup.

camera is ok but then i am comparing to 7t pro and when i really need quality then i anyway use my fujifilm that no iphone can compare to

such a terrible waste of money

ps: wireless charging is a joke with temp reaching 40 degrees. even wired charging reaches 37. this in controlled temp of 27 degree room temp. oneolus 7t pro barely touches 35 despite much faster charging speed"
It's lagging and battery is draining very frequently.
"Very bad experience with this delivery. i have received the product which is not working properly. There is display issues confirmed by Apple service center. Now i m getting harassed & wasting time to get it replaced, not getting any support.
Now after a weeks time I got the return done after taking so much pain & refund was done in Amazon pay balance which is useless . I have use that money only on amazon. Pathetic Amazon service ."
Phone is getting hanging and charging also give for 6hours max
Dont buy from Amazon or online I just bought this device on 10th August 2025 on the 2nd day it's back camera was not working.....I showed the phone to apple service centre they repaired it twice sent it to Bangalore still he same issue today is 19 sept almost 1 month plus and I still don't have my phone..... rather than saving some grands buy from stores cause they sell the defective pieces in sales just like what I got....trust me the inconvenience I went through and still I am going through is not worth it
Worst battery life... battery will get reduced automatically even the phone is not in use ..i suggest everyone to avoid apple 15
Totally dissatisfied not good phone
When I receive the package on 17th October 2025 then I open the package and trying to press the power button to on my phone but it doesn't showing anything on the screen I thought that it might be having battery problem when I charge almost 6 hour there is no and it response in the phone when I contact to customer care of Amazon the denied for the return and they said to go to service centre of apple. Pathetic and worst service by Amazon.
"Not a good phone to buy. I phone 15 It's always heat while you charging, every without using also the phone is always very hot. If you are planning to buy and i phone, Better go for 16 or 17.
I'm trying to exchange also from apple store but when they check the value of the phone is just to 36000 only while i buy for Rs 74999, that also just 3 days after i bought."
Received damage product
"So what could have been a great phone has turned into an absolute mockery! My 4.5 year old iPhone 11 is still running well and was a great value for money in the sense that I used it for 4 years instead of 2 that I did my previous phones, it is still serving well, but this one DOES NOT GET AI FEATURES! I still can't digest this, that this is still the latest iphone you can buy in the market, it sells for more than flagship prices and comes with lesser features than competitors and Apple chose not to provide AI features with it making this absolutely unacceptable. Apparently Apple cheaped out on RAM in this and only provided 6 gb whereas AI requires minimum 8 gb of RAM and this is the reason even M1 laptops and tablets with weaker NPU than iPhone 15 get AI and this doesn't! It would have been acceptable if it was a budget/flagship killer costing 30K or below but at this price it is a travesty!

Second is the battery! My iPhone 11 with 1150 cycles still has 82% battery health but this one, even with using 80% charge limit function after just 185 cycles is at 94% and lasts noticeably less than when it was new! Just shows Apple is killing this phone on purpose to sell future models and the once mighty Apple who made trouble free actually premium flagships has nothing to innovate and is resorting to cheap tactics to sell phones.

Really disappointed!"
"⚠️ Amazon पर गंभीर अविश्वास – भ्रामक ऑफर, गलत जानकारी और ग्राहक के साथ घोर अन्याय
Amazon ने iPhone 15 खरीदते समय ICICI कार्ड पर 5% कैशबैक ऑफर पक्का बताया, लेकिन 15 दिन बाद साफ मुकर गए। यह बेहद भ्रामक, गैर-जिम्मेदाराना और ग्राहक को धोखा देने जैसा व्यवहार है। ऐसे फर्जी वादों के कारण Amazon पर भरोसा करना अब बेहद जोखिम भरा लगता है।"
"Mera phone 30/9/2025 ko deleverd hua or 30/09/2025 ko maine night me 80% charge karke rakh diya or morning me jab utha to phone band or on nahi hua mai service centre gya waha bola amazon wale change karke denge ab amazon wale bol rahe hai change service centre se hoga humare yahan se return hoga or return ke baad mujhe ye discount nahi mil payega
To mai suggest karunga ki I phone ki coustomer care service ek dam bekar hai or jis tarah ke costly phone ki coustomer care service.hone chahiye bo bilkul thik nahi hai"
"Dear i phone lovers please note positive points
1. I phone is original, totally fine brand new no damage nothing wrong.
2. Packaging was also fine nothing wrong

Negative points--
1. Amazon customer service never helps about product location and never clear the customer
2. The delivery partners never calls about the updates
3. You have to wait for days and even on the delivery date the parcel comes very late like you are only available for that day for the parcel and have no other life and work
4. Due to prepaid high amount a risk and fear is attached as a consumer about if I get a damage or poor product who will be the right authority of help
5. Experience with delays and lack of communication about the parcel details is the worst part in transition of a costly item

Otherwise product has no issues only delivery comunication lacking is a bit bad experience"
""
Amazon is not taking responsiblity for this product.
I am unable to download of my iphone and there is no way to connect seller and the number doesn't exist there is no help don't know what to do
"It is getting too hot after 30minutes camera usage.

Camera quality is not that much good compared with other mobile phones with the same price.

Please go for another brand."
"Product is Good, But Exchange Scheme is Fake!

I'm extremely disappointed with the exchange scheme offered by Amazon. The product itself is good, but the exchange policy seems to be a total scam. Despite meeting all the requirements, I've had a terrible experience with the exchange process.

Amazon, please revisit your exchange policy and ensure it's transparent and hassle-free for customers."
Maine abhi 8 din pehle Great Indian Festival se i phone 15 liya hai but usme incoming call me voice nhi aa rha samne vale person ka mera jaa rha hai. Aur ye log replacement bhi nhi kr de rhe aur na hi return le rhe hai
Charging problem…morning I charged 100% till evening @ 4pm it gets down to 40%…battery is not good I think…it’s been 15 days I have purchase this mobile
Don’t buy this iPhone 15 in 2026 .if you want to buy you should buy 256 storage devices. It’s my opinion
working
Everything is fine just the box looked really untidy which doesn’t look good from the perspective of a buyer who is expecting a new phone . That’s it
Battery drain and heating problem very much....
Guys please be aware that it's not completely blue but it's white except the camera module
The battery is getting drained so fast after updating to ios 26
Phone is good bhut after sometime I have noticed 1 dust doot on camera lens
Good
Too much heating issue when use
"Need to install ios 26 forcefully
Battery life is poor"
There is a scratch in the display of i phone
Not a great phone photo is worst
"Charging cable is not good , it's not charging properly ."
Heating issue persists..
Heating problem
Camera quality not as much good as expected
Camera focus issue
There was no head of the charger except wire delivery boy suggested to purchase it in the market .I think it is wrong
4 logo k saamne dikhawa karne k alawa aur kuch use nahi h iska.. my wife has iPhone 13 and there is no difference in both mobile which is significant. Don’t go for any iPhone infact Samsung has better models than iPhone atleast you’ll be able to use all the features and apps without any restrictions.
"I expected more from Apple at this price. The camera is good and the phone feels premium, but the battery life is disappointing. It barely lasts a full day with moderate use. Also, the charging speed is still quite slow compared to other phones in this price range. Overall, it works fine, but it doesn't feel like a big upgrade."
"Heating problem too much
Continuously use fon approx 70-80 min
Fon heating
And other features ok"
"Very difficult to get the invoice downloaded
Everytime says file corrupted"
"1) Camera not impressive
2) Iphone 12 /13 is better with lower price
3) Colour is most unimpressive
4) Go for iphone 13 instead of 15
5) Display and sound ok
6) I exchanged iphone 12 for 15 shelling out ₹37500/- extra, now repented for the decision.
7) If want to upgrade please go for iphone 17 if you can afford.
8) Iphone 15 is worthless"
Thik H price ke Hisb se
"After 4 months battery health down 1%
I don’t think it’s a good performance of battery"
Good
I bought it earlier that’s the issue. Now it’s very cheaper than earlier. I wasted money on it.
Good
Approximate good
"After using for two months the battery draining too fast, i dont know why its like this but overall its a good phone for taking videos and photos"
"The A16 Bionic chip is still exceptionally fast. Even with the demands of iOS 26 and modern apps, the phone delivers smooth, lag-free performance for daily tasks, demanding games, and even light video editing. You won't feel a significant speed difference for standard use compared to the latest models.
60Hz Refresh Rate: The standard 60Hz display is the most noticeable hardware difference compared to the 'Pro' models and newer flagships, which offer a 120Hz ProMotion display. If you're used to a faster refresh rate, the iPhone 15's scrolling and animations might look less smooth.
128gb is not sufficient in 2025
If you get it for under 43k then only it is value for money"
"Received today, Very disappointed with the handlings as i can see a dent on a box, but thanks phone was not damaged. it is a Compact phone, camera quality is good, gets hot while using the phone. Let me use it for few days and then i will give a complete review about it.
My new review is as follows
Speaker quality is awesome
Camera quality is very good only for those who wants realistic photos but it lack macro camera
Stay away from it if you want filtered camera.
Battery life is good till now
Stay away from gaming its get heated very much unless you don’t love your phone and your hard earned money.
And be prepared to pay a large sum of money if you break the display or back glass, its very much costly."
"The product I received is brand new and works perfectly. I’m very satisfied with its quality and packaging — no issues there at all. However, the delivery experience was disappointing. Even though I’m a Prime member, the delivery was delayed and the delivery boy did not come to my location. Instead, I was asked to travel 15-17 kilometers to pick up the product myself. The delivery person called me around 5 PM and said I could collect it the next day if I wanted, which was quite inconvenient.

Overall, the product deserves 5 stars, but the delivery service was far below Amazon’s Prime standards. I hope Amazon looks into this issue and ensures better delivery service for Prime customers in the future."
"It lags, randomly blanks out and the screen touch is so poor, whatever has happened to Apple!"
"The speakers quality is not good. Too low volume, my prev. iphone11 was much better, i can’t hear anything when outside, video calling are painful outdoor. Rest is good. Or I got a defective piece from the seller, am assuming."
Camera bed
Nice
Real battery issues and also camera not so great
"Battery backup is decent, not ai features in iPhone 15,camera is good"
"Just a crap people love to buy...
1- heating is tremendous
2- feels heavy and not handling friendly
3- worst and most annoying security ever
4- UI feels cheap and annoying
5- not a performance beast that you guys hear from crowd...lag in just a euro truck simulator game 😮‍💨
Only good things about this device is it's speaker , screen quality , camera quality"
Just want to say don't buy i need a good camera because it's apple enhance feature is just sucked makes the better picture also worst and switching from android then going to be guaranteed frustrated on keyboard and gesture control otherwise phone is good and compact.
Phone garam ho raha hai charging bhi turant kum ho raha hai
"The phone is hanging frequently. I don’t know why.

Thinking to return it"
iPhone 15 I received drains battery too fast. I have to plug in the charger 3 times a day for fully charging its battery. When I went to Apple Store in Saket they said it could be a battery issue but then it’s also depends upon usage. The Battery capacity dropped to 98% in just 4 months. Unacceptable.
"Phone s good, but when iPhone 16 was available for almost same price in other shopping sites, this s a huge loss"
Very good product but bettry very poor only 4 to 5 hours
2023 model already return item
Best price . I'm satisfied
"Great phone , battery life low , overheats usually."
""
Battery health is very poor 😭😔
Battery life very poor
"Got the iPhone 15 delivered in just one day, which was impressive. Phone quality is excellent, with a smooth display, strong performance, and great camera results. Battery life is decent for daily use, and the build feels premium. Overall, a reliable and high-quality device, especially if you value quick delivery and Apple’s ecosystem."
"A very reliable daily driver. It's fast, light, and the Dynamic Island is actually useful. Would be 5 stars with better battery life and a smoother display, but still a solid choice."
Good
Good
Nice product
""
"Bought it in gif , working good as expected, a little bit of heating issue , better to choose higher storage at the place of base storage 128, because iphone sucks storage , camera quality is good in photos, but in videos it is fire, if u are upgrading from an android it will feel premium , but u will find difficulty while using like back button😅 touching on camera icon while lock, etc etc and yes u are surely going to use hey siri 🗣️, overall 8/10 but go for 16 if u re ready to invest that much money🙏"
Heats easily. Other than that it's solid
Good product
Good
"In midnight black, this sleek device arrives as a testament to human craft and drive. The A16 Bionic processor beats its drum with six gigabytes of memory, second to none, whilst one hundred-twenty-eight gigabytes of storage await to hold your moments and grace. The forty-eight megapixel eye captures photography with precision and ease, and the Super Retina screen glows with two thousand nits of perfect light. The Dynamic Island, smart and true, displays alerts where the old notch once flew. This silicon dream breaks free with USB-C, abandoning the corded past, whilst aerospace aluminum and reinforced glass stand resolute against dust and water. Eighty hours of listening bliss and twenty hours of video's kiss flow from this device, powered by the A16—the finest processor ever conceived. At its worthy price, this iPhone 15 in black's embrace stands supreme, a reality refined and a digital dream materialized before your eyes. An unequivocal masterpiece of technological magnificence!"
Love it upgrade from iPhone 13
"Your product was excellent. I used to think that things I bought online were fake or used. I was worried about that, but that wasn't the case. I received the exact iPhone I ordered."
Good
Good
Nice phone with great camera for moderate use
Good product avg battery life
Phone is good but i dont consider it as a value for money product since it’s battery is draining too fast even on night time it keep on draining till morning without doing any task.
Good
"Camera could be better, rest is good."
"Just now !
Display smoothly 👌
Normal use, you have to charge 2 times👍
Battery 🔋 life awesome 😍
After 3 months of using my experience❤️"
Good
"I purchased an iPhone 15 from Amazon. The phone performs well overall, but I am facing some heating issues.
During data transfer and video calls, the device gets noticeably hot, which is uncomfortable to hold for a long time.
I request Apple or Amazon support to look into this issue and provide a possible solution or guidance.
Other than that, the phone’s performance and camera quality are good.

Issue Summary:
• Phone heats up during data transfer
• Phone heats up during video calls
• Needs improvement in thermal management"
Product is costly and is overhyped.
Good
Its my first Ever iphone. Such a smooth and pleasant experience. The limitation i only feel is the battery especially after updating it to ios26. Otherwise its a worth it decision i evr made.
Value for money... Only downside is battery and refresh rate it only last for around 8 hours on fully charge and the refresh rate is only 60 hrz which is okay I guess but 90 or 120 hrz would have been better since most of the Android mobile phone nowadays comes with 120 hrz for lower price.
"Review is after 15 days of use. I was afraid to buy online. But it seems ok and not an issue. definitely must buy online if discounted price is available.
Moreover being Apple brand no doubts all things are good and perfect.
But outer box was little dirty and I had doubt. No worry warranty started from the date of shipping.
Model no is also fine as indian origin."
After using 2 years battery drainage is the knly problem
this is an awesome handset with great display and surprisingly good battery life and camera
Very good mobile
The best iPhone
"It was my first time buying iphone online and bro i thought it'll be a scam because i ordered on great Indian sale . But i got it new iphone amazon is amazing if u looking for gadgets and electronics.
Camera quality is good. Sound quality is good. Ofcourse value of money if you buying on sale. Have some great features when you update. Connect with wifi so fast .
Only battery 🪫🔋 like this ."
Nice product
"it has a pretty good camera, the display is fine aswell. everything's great after around 2 years of almost daily usage"
"This is my first Non pro/promax iPhone. I was looking for a great secondary phone after my s23 ultra stopped charging. Got iPhone 15 for 43k odd as part of big billion day sale ! Doesn’t feel like a non pro iPhone even with that 60hz screen. Which I think isn’t an issue since this will be my secondary phone. Oh yes .. it came pre loaded with ios 18.5 . So please don’t update the software until it forces you if you want great battery life or at least wait till the release of ios 26.1 with battery drain issue fix .

Thanks Amazon for Genuine products on sale unlike Flipkart which is selling mix of fake + genuine products during sale .

Update : I have updated to ios 26.1 and with few tweaks like disabling background app refresh ( I have that disabled in my 17 pro max as well ) etc the battery backup is almost as good as 18.5 .
Only reason I upgraded to ios 26.1 is the call filtering feature which will help you avoid spam calls . Otherwise I would have stayed in ios 18.5 .
I was surprised by the low light photos ( one I shared under a bridge) which is almost as good as 17 pro max . I didn’t expect a base IPhone to be as good as a pro iPhone in low light photography.
Even as my secondary phone I love using this phone because it feels compact ( compared to 17 pro max ) yet powerful . And the price of this device now back to 53k plus . I can’t help but thanks Amazon for the big billion day sale discount ! I wouldn’t have spent 50k plus on a secondary phone since I already have a flagship phone. But as a primary phone is it still worth 50k plus ?? I would advise to wait for iPhone 17e which would be more powerful and in this price segment. Hope this helps"
Excellent
💯
"apple is apple
U just love it"
Loved oncee🫶🤍
No😍🫶🫀👌
Good
Super
Buy it. Own it. Live it. Love it ❤️
No More Replies For Me...Because I can't Tell More On This Comparing People's Who All Know On Complete Spec...Awesome Fast Moved Item...
Excellent
Swad aage bhai gch h jma
Nice
Nice
🫶🏻
Good
"Must buy Amazing Camera and Dispalky

Picture quality are good"
This iphone is really amazing I loved it.
Good
Such a nice product
Really good one❤️
Good Iphone 15
Best' pic 👌👌
Good product
Superbb
